"Cruise","Station","Type","Date","Longitude","Latitude","Press","Depth","Temp","Sal","Oxy","Phos","Si","Ni","TA","DIC","ptemp","S0","S1","S2","S3","S4","ndens","AOU"
"33RO20110926",1,"B","2011-09-28T06:04:00",14.949,-28.513,4.7,5,14.456,34.988998,260.6,0.62,8.7,4.9,2320.2,2083.4,14.455,26.083,30.448999,34.717999,38.894001,42.978001,26.136,-10.107
"33RO20110926",1,"B","2011-09-28T06:04:00",14.949,-28.513,14.6,15,14.451,34.990002,260.8,0.62,8.7,4.9,2319.6,2084.6,14.448,26.084999,30.451,34.721001,38.896999,42.980999,26.139,-10.275
"33RO20110926",1,"B","2011-09-28T06:04:00",14.949,-28.513,25.1,25,14.45,34.992001,260.9,0.615,8.7,4.8,2318.8,2084.7,14.446,26.086,30.452999,34.722,38.897999,42.983002,26.139999,-10.367
"33RO20110926",1,"B","2011-09-28T06:04:00",14.949,-28.513,51.5,51,14.326,35.014999,251.5,0.674,7.8,5.4,2320.4,2094.5,14.319,26.132,30.5,34.771999,38.950001,43.035999,26.188,-0.372
"33RO20110926",1,"B","2011-09-28T06:04:00",14.949,-28.513,75.9,75,12.432,34.993,207.1,1.045,7.5,13.8,NA,2135.5,12.422,26.503,30.908001,35.215,39.426998,43.547001,26.577999,53.886
"33RO20110926",1,"B","2011-09-28T06:04:00",14.949,-28.513,99,98,10.853,34.887001,199.5,1.15,6.8,16.3,2302.1,2145,10.841,26.716999,31.155001,35.493999,39.737,43.887001,26.802999,70.446
"33RO20110926",1,"B","2011-09-28T06:04:00",14.949,-28.513,125,124,10.468,34.841,193.5,1.253,8,17.9,2301.8,2152.7,10.453,26.749001,31.195999,35.542999,39.793999,43.952,26.839001,78.769
"33RO20110926",1,"B","2011-09-28T06:04:00",14.949,-28.513,152.3,151,9.9705,34.796001,152.5,1.566,12.4,22,2298.8,2187.3,9.9529,26.801001,31.257999,35.616001,39.877998,44.044998,26.893999,122.79
"33RO20110926",1,"B","2011-09-28T06:04:00",14.949,-28.513,169.2,168,9.93,34.786999,153,1.575,12.6,21.7,NA,2189,9.9105,26.801001,31.259001,35.618999,39.881001,44.049,26.893999,122.56
"33RO20110926",2,"B","2011-09-28T09:19:00",14.467,-28.716,4,4,14.883,35.056999,NA,0.535,7.3,4.5,NA,NA,14.882,26.042999,30.4,34.661999,38.830002,42.907001,26.093,NA
"33RO20110926",2,"B","2011-09-28T09:19:00",14.467,-28.716,4.1,4,14.887,35.037998,259,0.536,7.3,4.4,2321.6,2077.9,14.886,26.027,30.384001,34.646,38.813999,42.890999,26.076,-10.714
"33RO20110926",2,"B","2011-09-28T09:19:00",14.467,-28.716,34.2,34,14.762,35.062,256.1,0.528,6.8,4.6,NA,2081.8,14.757,26.073999,30.434,34.696999,38.867001,42.945999,26.125999,-7.223
"33RO20110926",2,"B","2011-09-28T09:19:00",14.467,-28.716,50.3,50,14.63,35.127998,NA,0.523,5.6,4.9,NA,NA,14.623,26.153999,30.516001,34.782001,38.952999,43.034,26.209999,NA
"33RO20110926",2,"B","2011-09-28T09:19:00",14.467,-28.716,64.2,64,14.221,35.166,237.1,0.617,5.2,6.7,2324.7,2099.9,14.212,26.271,30.641001,34.912998,39.091999,43.18,26.333,14.299
"33RO20110926",2,"B","2011-09-28T09:19:00",14.467,-28.716,64.5,64,14.241,35.16,NA,0.613,5.2,6.6,NA,NA,14.232,26.263,30.632,34.903999,39.083,43.169998,26.323999,NA
"33RO20110926",2,"B","2011-09-28T09:19:00",14.467,-28.716,88.3,88,12.836,35.091,212.2,0.881,5.7,11.6,2312.2,2125.8,12.825,26.499001,30.895,35.194,39.398998,43.511002,26.570999,46.466
"33RO20110926",2,"B","2011-09-28T09:19:00",14.467,-28.716,116.3,115,11.732,34.98,200.8,1.054,6.7,14.5,NA,2139.4,11.717,26.628,31.047001,35.368,39.594002,43.727001,26.708,64.05
"33RO20110926",2,"B","2011-09-28T09:19:00",14.467,-28.716,140.1,139,10.711,34.875,189,1.254,8.3,17.5,NA,2156.3,10.695,26.733,31.174,35.516998,39.763,43.915001,26.82,81.808
"33RO20110926",2,"B","2011-09-28T09:19:00",14.467,-28.716,165.4,164,10.12,34.813999,165.3,1.486,11.2,20.8,2300.5,2176.8,10.1,26.790001,31.243999,35.598999,39.858002,44.021999,26.882,109.08
"33RO20110926",2,"B","2011-09-28T09:19:00",14.467,-28.716,194.6,193,9.5389,34.759998,150,1.675,13.6,23.4,2298,2192.4,9.517,26.846001,31.313,35.681,39.951,44.126999,26.941999,127.97
"33RO20110926",2,"B","2011-09-28T09:19:00",14.467,-28.716,218.8,217,8.907,34.702999,138.1,1.852,15.8,26.1,2296.4,2202.7,8.8834,26.903999,31.386,35.766998,40.050999,44.240002,27.004999,143.86
"33RO20110926",2,"B","2011-09-28T09:19:00",14.467,-28.716,256.7,255,8.1702,34.640999,125,2.062,19.1,29.1,2296.5,2215.7,8.1439,26.971001,31.469,35.867001,40.167999,44.372002,27.077999,161.74
"33RO20110926",3,"B","2011-09-28T11:18:00",14.184,-28.817,4.8,5,15.163,35.187,255.3,0.452,4.8,4.6,2323.6,2081.2,15.162,26.080999,30.433001,34.688,38.851002,42.922001,26.132,-8.608
"33RO20110926",3,"B","2011-09-28T11:18:00",14.184,-28.817,5.1,5,15.147,35.183998,NA,0.455,4.8,4.5,NA,NA,15.147,26.082001,30.434,34.689999,38.852001,42.924,26.132999,NA
"33RO20110926",3,"B","2011-09-28T11:18:00",14.184,-28.817,29.6,29,15.038,35.186001,NA,0.453,4.8,4.6,NA,NA,15.034,26.108999,30.462999,34.721001,38.884998,42.959,26.162001,NA
"33RO20110926",3,"B","2011-09-28T11:18:00",14.184,-28.817,29.7,29,15.039,35.188,254.9,0.456,4.8,4.6,2326.4,2086.8,15.035,26.110001,30.464001,34.722,38.886002,42.959999,26.163,-7.595
"33RO20110926",3,"B","2011-09-28T11:18:00",14.184,-28.817,69.7,69,14.601,35.237999,235.1,0.578,3.5,6.3,2322.3,2104.5,14.59,26.246,30.607,34.873001,39.043999,43.125,26.304001,14.294
"33RO20110926",3,"B","2011-09-28T11:18:00",14.184,-28.817,69.9,69,14.598,35.234001,NA,0.577,3.5,6.2,NA,NA,14.588,26.243,30.605,34.869999,39.042,43.123001,26.302,NA
"33RO20110926",3,"B","2011-09-28T11:18:00",14.184,-28.817,99.5,99,13.309,35.120998,218.4,0.791,4.9,10.3,2314.3,2121,13.295,26.427,30.813999,35.104,39.299999,43.403,26.496,37.749
"33RO20110926",3,"B","2011-09-28T11:18:00",14.184,-28.817,119.6,119,12.491,35.037998,209.3,0.923,5.5,12.4,2309.4,2131.6,12.475,26.528,30.931,35.237,39.448002,43.566002,26.601999,51.319
"33RO20110926",3,"B","2011-09-28T11:18:00",14.184,-28.817,149.4,148,11.746,35.007999,211.3,0.967,5.1,13.2,NA,2133.5,11.726,26.648001,31.066,35.387001,39.612,43.744999,26.726999,53.446
"33RO20110926",3,"B","2011-09-28T11:18:00",14.184,-28.817,179.8,179,11.468,34.974998,212,1.003,5.4,14,NA,2133.9,11.445,26.674999,31.099001,35.425999,39.657001,43.793999,26.756001,54.368
"33RO20110926",3,"B","2011-09-28T11:18:00",14.184,-28.817,210.8,209,10.704,34.876999,201.4,1.178,7.1,16.6,2302.3,2145.8,10.678,26.738001,31.18,35.521999,39.769001,43.921001,26.825001,69.498
"33RO20110926",3,"B","2011-09-28T11:18:00",14.184,-28.817,248.3,246,9.954,34.785999,208.9,1.235,7.5,17.7,2298.6,NA,9.9253,26.798,31.256001,35.615002,39.876999,44.044998,26.891001,66.573
"33RO20110926",3,"B","2011-09-28T11:18:00",14.184,-28.817,299.7,297,9.5782,34.776001,131.7,1.798,14.6,26,2297.4,NA,9.5443,26.854,31.320999,35.688,39.957001,44.132999,26.948999,146.07
"33RO20110926",3,"B","2011-09-28T11:18:00",14.184,-28.817,339.4,337,8.9668,34.709999,134.5,1.867,15.7,27.3,2295.8,2202.6,8.9298,26.903,31.382999,35.764,40.047001,44.235001,27.003,147.16
"33RO20110926",3,"B","2011-09-28T11:18:00",14.184,-28.817,389.2,386,8.3722,34.662998,123.2,2.027,17.5,29.8,2294.5,2211.9,8.3314,26.959,31.452999,35.847,40.143002,44.342999,27.063999,162.3
"33RO20110926",3,"B","2011-09-28T11:18:00",14.184,-28.817,438.7,435,7.7862,34.605,129.8,2.075,18.4,31,2293.7,2212.9,7.7421,27.002001,31.51,35.917,40.227001,44.439999,27.113001,159.6
