"Cruise","Station","Type","Date","Longitude","Latitude","Press","Depth","Temp","Sal","Oxy","Phos","Si","Ni","TA","DIC","ptemp","S0","S1","S2","S3","S4","ndens","AOU"
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,10.7,11,22.521,36.185001,216.07,NA,1.14,0.05,2381.9,2055.8,22.519,24.973,29.200001,33.334999,37.381001,41.339001,24.952999,-2.031
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,50.6,50,22.078,36.652,217.84,NA,0.94,0.02,2402.3,2076.5,22.068,25.455999,29.687,33.825001,37.874001,41.835999,25.482,-2.778
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,101.2,101,19.4,36.243,199.85,NA,NA,NA,NA,NA,19.382,25.874001,30.148001,34.327999,38.416,42.417,25.914,26.344
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,101.2,101,19.475,36.255001,200.32,NA,NA,NA,NA,NA,19.456,25.864,30.136999,34.314999,38.403,42.403,25.903999,25.545
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,101.3,101,19.415,36.244999,199.55,NA,NA,NA,NA,NA,19.397,25.872,30.145,34.325001,38.414001,42.414001,25.912001,26.578
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,101.3,101,19.441,36.25,200.04,NA,NA,NA,NA,NA,19.423,25.868999,30.142,34.320999,38.41,42.41,25.909,25.968
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,101.5,101,19.373,36.238998,199.72,NA,NA,NA,NA,NA,19.354,25.878,30.152,34.333,38.422001,42.423,25.917999,26.587
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,101.6,101,19.376,36.240002,199.35,NA,NA,NA,NA,NA,19.358,25.878,30.152,34.332001,38.422001,42.423,25.917999,26.942
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,101.6,101,19.379,36.240002,199.65,NA,NA,NA,NA,NA,19.36,25.877001,30.150999,34.332001,38.421001,42.422001,25.917,26.633
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,101.6,101,19.429,36.25,200.15,NA,NA,NA,NA,NA,19.41,25.872,30.145,34.325001,38.412998,42.412998,25.912001,25.917
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,101.6,101,19.473,36.255001,200.2,NA,NA,NA,NA,NA,19.455,25.864,30.136,34.314999,38.403,42.403,25.903999,25.677
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,101.7,101,19.465,36.252998,200.42,NA,NA,NA,NA,NA,19.446,25.865,30.138,34.317001,38.404999,42.404999,25.905001,25.487
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,101.8,101,19.378,36.240002,200,NA,NA,NA,NA,NA,19.359,25.877001,30.150999,34.332001,38.421001,42.422001,25.917999,26.286
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,101.8,101,19.401,36.244999,199.61,NA,NA,NA,NA,NA,19.383,25.875,30.149,34.328999,38.417999,42.418999,25.915001,26.575
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,101.8,101,19.378,36.241001,199.54,NA,NA,NA,NA,NA,19.36,25.878,30.152,34.332001,38.422001,42.423,25.917999,26.747
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,101.8,101,19.382,36.241001,199.51,NA,NA,NA,NA,NA,19.363,25.877001,30.150999,34.332001,38.421001,42.422001,25.917999,26.762
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,101.8,101,19.378,36.240002,199.45,NA,NA,NA,NA,NA,19.36,25.877001,30.150999,34.332001,38.421001,42.422001,25.917999,26.84
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,101.9,101,19.38,36.240002,199.68,NA,NA,NA,NA,NA,19.362,25.877001,30.150999,34.331001,38.421001,42.422001,25.917,26.596
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,101.9,101,19.4,36.243999,199.62,NA,NA,NA,NA,NA,19.381,25.875,30.149,34.328999,38.417999,42.418999,25.915001,26.57
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,101.9,101,19.424,36.248001,200.33,NA,NA,NA,NA,NA,19.405,25.872,30.145,34.324001,38.412998,42.412998,25.912001,25.756
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,101.9,101,19.462,36.252998,200.27,NA,NA,NA,NA,NA,19.444,25.865,30.138,34.317001,38.404999,42.404999,25.905001,25.653
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,102,101,19.444,36.250999,200.72,NA,NA,NA,NA,NA,19.426,25.868999,30.142,34.320999,38.409,42.409,25.909,25.277
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,102,101,19.382,36.241001,199.7,NA,NA,NA,NA,NA,19.363,25.877001,30.150999,34.332001,38.421001,42.422001,25.917999,26.567
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,102.1,101,19.384,36.241001,199.73,NA,NA,NA,NA,NA,19.365,25.877001,30.150999,34.331001,38.421001,42.422001,25.917,26.528
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,102.2,101,19.386,36.248001,201.85,NA,1.51,1.86,2376.7,2093.9,19.367,25.881001,30.156,34.335999,38.424999,42.425999,25.922001,24.395
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,102.3,102,19.347,36.233002,199.78,NA,NA,NA,NA,NA,19.328,25.881001,30.155001,34.335999,38.425999,42.428001,25.921,26.649
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,148.8,148,16.729,35.778999,195.59,NA,2.6,4.98,2350.4,2106.5,16.705,26.183001,30.504,34.73,38.862999,42.905998,26.233999,42.893
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,200.8,199,14.594,35.425999,203.4,NA,2.64,7.11,2327.8,2105.9,14.564,26.396,30.757,35.021999,39.193001,43.272999,26.457001,45.8
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,250.5,249,13.607,35.291,204.43,NA,3.24,9.19,2326.3,2111.3,13.571,26.502001,30.882999,35.167,39.355999,43.452999,26.569,49.996
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,302.3,300,12.688,35.171001,206.66,NA,3.74,10.97,2317.8,2118.2,12.647,26.597,30.996,35.298,39.505001,43.618999,26.669001,52.798
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,401.4,398,10.556,34.882,200.95,NA,6.44,16.47,2303.4,2135.3,10.508,26.771999,31.216999,35.563,39.813,43.969002,26.860001,70.921
"49NZ20031106",625,"B","2003-11-07T00:00:00",-46.849,-27.854,501.4,497,8.4459,34.629002,206.49,NA,9.27,21.06,2290.7,2147.9,8.3928,26.923,31.416,35.808998,40.104,44.303001,27.030001,78.69
