"Cruise","Station","Type","Date","Longitude","Latitude","Press","Depth","Temp","Sal","Oxy","Phos","Si","Ni","TA","DIC","ptemp","S0","S1","S2","S3","S4","ndens","AOU"
NA,NA,"B","1993-01-01T06:50:00",-44.79999,-28.4,2902,2863,2.738,34.919,252.25,1.4014,32.701,22.271,2329.01489,2175.8999,2.5024,27.86733,32.5053,37.03975,41.47206,45.80375,28.059209,76.4589
NA,NA,"B","1993-01-01T06:50:00",-44.79999,-28.4,3204,3159,1.961,34.849,243.24001,1.666,59.588,26.103,2341.58081,2201.8999,1.71234,27.87637,32.53691,37.09331,41.54684,45.89896,28.125592,92.3126
NA,NA,"B","1993-01-01T06:50:00",-44.79999,-28.4,3449,3398,0.937,34.742,226.12,2.107,86.986,31.709,2358.47217,2241.19995,0.68959,27.86288,32.55367,37.1395,41.62149,46.001,28.200427,118.7048
NA,NA,"B","1993-01-01T06:50:00",-44.79999,-28.4,3548,3495,0.682,34.716,222.64999,2.205,86.945,33.009,2361.3645,2250.6001,0.43165,27.85836,32.55694,37.15033,41.63966,46.02621,28.219921,124.5813
NA,NA,"B","1993-01-01T06:50:00",-44.20001,-28.6,11,11,23.968,36.652,213.14999,0.0784,0.0816,0.1164,2402.229,2059.1001,23.96567,24.90528,29.1106,33.22449,37.25018,41.19067,24.908543,-5.4821
NA,NA,"B","1993-01-01T06:50:00",-44.20001,-28.6,30,30,23.43,36.672,217.60001,0.0882,0.1326,0,2403.38501,2060,23.42375,25.08106,29.29358,33.41451,37.44701,41.39408,25.087335,-7.9936
NA,NA,"B","1993-01-01T06:50:00",-44.20001,-28.6,50,50,22.786,36.617,225.52,0.0784,0.1326,0.0679,2400.58545,2057.80005,22.77579,25.22835,29.45013,33.58007,37.62131,41.5768,25.237325,-13.4532
NA,NA,"B","1993-01-01T06:50:00",-44.20001,-28.6,71,71,20.598,36.415,230.27,0.0686,0,0.0194,2388.68335,2058,20.58452,25.68837,29.94306,34.10503,38.17729,42.16267,25.707263,-9.4477
NA,NA,"B","1993-01-01T06:50:00",-44.20001,-28.6,100,99,19.188,36.257,219.28999,0.1176,0.153,0.1261,2378.53027,2071.6001,19.16994,25.94242,30.21983,34.40389,38.49752,42.50348,25.968011,7.5865
NA,NA,"B","1993-01-01T06:50:00",-44.20001,-28.6,150,149,17.525,35.95,205.33,0.3136,0.8874,3.3077,2360.56226,2083.69995,17.49959,26.12726,30.43367,34.64592,38.76679,42.79896,26.159761,29.2731
NA,NA,"B","1993-01-01T06:50:00",-44.20001,-28.6,199,198,16.194,35.691,202.75,0.4312,1.1832,5.044,2346.06128,2091.3999,16.16209,26.2463,30.57719,34.81322,38.95708,43.01136,26.285301,38.4133
NA,NA,"B","1993-01-01T06:50:00",-44.20001,-28.6,300,298,14.045,35.373,205.62,0.6174,2.1216,8.5166,2328.29639,2103.19995,14.00126,26.47936,30.85146,35.12752,39.31007,43.40155,26.53366,46.7147
NA,NA,"B","1993-01-01T06:50:00",-44.20001,-28.6,400,397,12.32,35.128,204.92999,0.8526,3.4578,12.445,2315.1499,2113.5,12.2664,26.64095,31.04823,35.35849,39.57407,43.69733,26.710466,57.0578
NA,NA,"B","1993-01-01T06:50:00",-44.20001,-28.6,499,495,10.268,34.851,203.14999,1.2054,6.0792,17.509,2302.14233,2130.3999,10.20829,26.80293,31.25455,35.60788,39.86509,44.02837,26.892912,71.1625
NA,NA,"B","1993-01-01T06:50:00",-44.20001,-28.6,598,593,8.316,34.624,205.72,1.5582,9.639,22.3,2293.71143,2146.1001,8.25274,26.94296,31.43931,35.83609,40.1353,44.33899,27.054275,81.2338
NA,NA,"B","1993-01-01T06:50:00",-44.20001,-28.6,699,693,6.472,34.445,211.46001,1.7836,13.964,26.374,2289.59644,2158.3999,6.40736,27.06354,31.60455,36.04474,40.38591,44.62996,27.195291,88.3388
NA,NA,"B","1993-01-01T06:50:00",-44.20001,-28.6,850,843,4.763,34.329,218.78999,2.0384,21.42,29.585,2290.95459,2173.6001,4.6947,27.17991,31.76449,36.24702,40.62913,44.91256,27.331593,93.7675
NA,NA,"B","1993-01-01T06:50:00",-44.20001,-28.6,1000,991,3.934,34.345,206.22,2.1952,31.681,32.233,2299.51807,2194.5,3.85892,27.28204,31.8882,36.39171,40.79411,45.09705,27.447939,112.7623
NA,NA,"B","1993-01-01T06:50:00",-44.20001,-28.6,1200,1189,3.424,34.456,190.17999,2.2736,43.044,33.504,2313.23315,2215.3999,3.3366,27.42255,32.04168,36.5578,40.9724,45.28706,27.60298,132.7206
NA,NA,"B","1993-01-01T06:50:00",-44.20001,-28.6,1400,1386,3.412,34.603,189.19,2.1756,43.646,32.534,2321.21997,2216.3999,3.30768,27.54286,32.16156,36.67727,41.09146,45.40574,27.725661,133.62601
NA,NA,"B","1993-01-01T06:50:00",-44.20001,-28.6,1601,1584,3.516,34.738,199.58,1.9502,39.178,30.778,2323.73218,2207.30005,3.39263,27.64212,32.25745,36.76989,41.18091,45.49213,27.815349,122.2637
NA,NA,"B","1993-01-01T06:50:00",-44.20001,-28.6,1799,1779,3.867,34.883,220.28,1.6072,26.275,26.859,2321.15796,2184.8999,3.72052,27.7248,32.33025,36.8331,41.23483,45.53712,27.874391,98.6497
NA,NA,"B","1993-01-01T06:50:00",-44.20001,-28.6,2000,1977,3.804,34.94,237.60001,1.4014,21.614,23.823,2320.14404,2173.8999,3.63898,27.77802,32.38517,36.88966,41.293,45.59682,27.922277,81.8518
NA,NA,"B","1993-01-01T06:50:00",-44.20001,-28.6,2501,2470,3.217,34.947,252.35001,1.372,24.766,22.611,2323.50073,2170.19995,3.01237,27.84375,32.4676,36.98833,41.40736,45.72628,28.007234,72.1077
NA,NA,"B","1993-01-01T06:50:00",-44.20001,-28.6,2754,2718,2.938,34.932,251.75999,1.3916,29.09,22.747,2326.88525,2175.19995,2.7133,27.85906,32.49115,37.01988,41.44666,45.77303,28.038377,75.1759
NA,NA,"B","1993-01-01T06:50:00",-44.20001,-28.6,3002,2961,2.555,34.906,250.67,1.4308,37.393,23.484,2331.92358,2183.30005,2.31316,27.87318,32.51648,37.0561,41.49341,45.82991,28.078019,79.6474
NA,NA,"B","1993-01-01T06:50:00",-44.20001,-28.6,3499,3447,0.928,34.741,225.62,2.0776,85.782,31.418,2358.89966,2243.69995,0.6759,27.86318,32.55439,37.1406,41.62298,46.00285,28.203734,119.3309
NA,NA,"B","1993-01-01T06:50:00",-44.20001,-28.6,3706,3649,0.626,34.71,221.75999,2.2442,85.823,33.931,2362.29956,2254.5,0.36154,27.85851,32.55921,37.15466,41.64596,46.03443,28.22888,126.127
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,9,9,23.861,36.754,NA,NA,NA,NA,NA,NA,23.8591,25.01431,29.22045,33.33517,37.36166,41.30292,25.019586,NA
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,12,12,23.972,36.753,NA,NA,NA,NA,NA,2054.5,23.96946,24.98063,29.1853,33.29858,37.32368,41.2636,24.985278,NA
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,12,12,23.973,36.753,213.14999,0.0098,0,0.0291,2407.68555,NA,23.97046,24.98033,29.18499,33.29826,37.32334,41.26325,24.984961,-5.6196
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,32,32,23.744,36.764,213.44,0.0588,0.0102,0.0873,2408.22534,2054.69995,23.73727,25.05811,29.26583,33.38209,37.41008,41.35279,25.06398,-5.0833
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,52,52,22.806,36.71,221.66,0.0294,0.0204,0.0582,2405.38135,2056.69995,22.79537,25.29326,29.51421,33.64335,37.68383,41.63859,25.303412,-9.7803
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,71,71,22.743,36.828,218.78999,0.1176,0.1734,0,2411.65088,2061.19995,22.7285,25.40216,29.62333,33.75271,37.79342,41.74841,25.414179,-6.8055
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,101,100,21.211,36.56,216.41,0.0784,0.1836,0.1358,2396.16455,2064.3999,21.19139,25.63277,29.87756,34.02991,38.09285,42.06927,25.64994,1.8064
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,151,150,19.856,36.323,211.56,0.1078,0.2346,0.8342,2382.0647,2067.5,19.82803,25.8207,30.08745,34.26115,38.34476,42.34107,25.842824,12.4721
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,201,200,17.781,35.915,208.2,0.2352,0.6324,2.2019,2358.73877,2075.69995,17.74657,26.03999,30.34253,34.55101,38.66824,42.6969,26.070412,25.3436
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,301,299,14.882,35.437,202.36,0.5194,2.091,6.8482,2331.61279,2092.3999,14.83636,26.34927,30.70549,34.96613,39.13377,43.21091,26.396617,45.6371
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,401,398,13.349,35.263,206.22,0.6762,2.6724,9.4866,2321.73804,2101.80005,13.29232,26.54146,30.92776,35.21763,39.41351,43.51782,26.601918,49.996
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,498,494,11.22,34.966,NA,NA,NA,NA,NA,NA,11.15696,26.724,31.15491,35.4881,39.72585,43.87043,26.804371,NA
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,500,496,11.269,34.972,194.53999,1.0976,5.3448,15.239,2307.4082,2121.3999,11.20553,26.7198,31.14966,35.48184,39.71861,43.86224,26.799696,73.6956
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,500,496,11.273,34.972,NA,NA,NA,NA,NA,NA,11.20951,26.71906,31.14885,35.48095,39.71764,43.8612,26.798932,NA
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,600,595,9.057,34.708,198.10001,1.4014,8.7414,20.515,2296.78027,2140.1001,8.99021,26.89391,31.37306,35.75314,40.0362,44.22435,26.997065,83.9693
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,698,692,7.156,34.503,210.47,1.7052,11.648,24.172,2290.47437,2150.6001,7.08782,27.01738,31.54167,35.9656,40.29106,44.51999,27.141892,84.4907
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,846,839,4.997,34.325,221.66,2.0286,18.646,27.781,2289.16528,2163.3999,4.92753,27.15049,31.72916,36.20594,40.5825,44.86058,27.300163,89.1476
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,999,990,3.815,34.297,221.96001,2.205,28.682,30.254,2294.91016,2181.8999,3.74101,27.25567,31.86534,36.37225,40.77794,45.08405,27.425266,98.0547
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,1199,1188,3.25,34.409,196.91,2.3422,44.503,32.126,2310.82739,2211.8999,3.16441,27.40129,32.02542,36.54642,40.96572,45.28492,27.58716,127.4827
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,1397,1383,2.994,34.534,188.69,2.303,52.397,31.971,2322.42236,2223.3999,2.89462,27.52613,32.15654,36.68364,41.10884,45.43371,27.725107,137.62959
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,1599,1582,2.884,34.65,194.44,2.1952,53.744,30.38,2328.4502,2221.8999,2.7688,27.62987,32.26275,36.79225,41.21978,45.54688,27.829683,132.6591
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,1700,1682,3.578,34.825,212.64999,NA,NA,NA,2323.21069,2193.3999,3.44469,27.70623,32.31947,36.82988,41.23893,45.54826,27.870169,108.5912
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,1799,1779,3.753,34.892,224.14,NA,NA,NA,2321.52319,2183,3.60804,27.7433,32.35165,36.85731,41.26178,45.56669,27.895179,95.6591
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,1900,1879,3.054,34.8,214.14,1.8424,43.819,26.19,2328.08496,2204.19995,2.9098,27.73641,32.36423,36.88882,41.31158,45.6341,27.920336,111.4745
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,2050,2026,3.413,34.916,NA,NA,NA,NA,NA,NA,3.24917,27.797,32.41473,36.9295,41.34277,45.65615,27.956181,NA
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,2251,2224,3.279,34.935,NA,NA,NA,NA,NA,NA,3.09796,27.82628,32.44791,36.96649,41.38344,45.70036,27.988343,NA
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,2501,2469,3.149,34.942,250.77,1.4308,26.061,20.739,2324.57617,2173.19995,2.94564,27.84592,32.47161,36.99413,41.41489,45.73547,28.013178,74.2408
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,2752,2716,2.943,34.931,250.57001,1.4112,29.294,20.777,2327.21533,2174.80005,2.71841,27.85779,32.48975,37.01836,41.44501,45.77127,28.037119,76.326
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,3002,2961,2.747,34.919,251.16,1.421,32.926,21.01,2329.66235,2178.19995,2.50089,27.86756,32.50557,37.04006,41.4724,45.80413,28.059742,77.5612
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,3252,3205,1.84,34.836,241.36,1.7346,63.485,24.716,2343.84839,2207.19995,1.58941,27.87526,32.53938,37.09926,41.55617,45.91152,28.136157,95.2837
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,3503,3451,1.18,34.765,228.10001,2.0482,90.076,28.305,2356.24854,2235,0.92084,27.86646,32.55033,37.12942,41.6049,45.97813,28.18587,114.5924
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,3756,3698,0.89,34.735,223.25,2.205,101.77,29.847,2360.84644,2246.19995,0.61308,27.86342,32.5565,37.14455,41.62869,46.01026,28.21123,122.2831
NA,NA,"B","1993-01-01T06:50:00",-43.60001,-28.8,3924,3862,0.757,34.72,219.88,2.2246,107.17,30.536,2363.44287,NA,0.46659,27.86111,32.55862,37.15096,41.63926,46.02484,28.223319,127.0211
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,12,12,21.942,36.195,NA,NA,NA,NA,NA,2047.80005,21.93962,25.1465,29.38264,33.52653,37.58126,41.54975,25.153926,NA
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,12,12,22.006,36.188,220.08,0.0392,0.0102,0,2375.67529,2051,22.00362,25.12313,29.35839,33.50144,37.55534,41.52303,25.130107,-4.5547
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,32,32,21.523,36.197,223.25,0.0392,0.0102,0.0291,2376.16162,2055.8999,21.51674,25.26642,29.50867,33.65851,37.719,41.69304,25.276277,-5.848
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,52,52,20.878,36.172,229.88,0.0588,0.1224,0.1455,2374.91357,2050.6001,20.86805,25.42618,29.67812,33.83741,37.90705,41.8899,25.43945,-9.8812
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,72,72,19.627,36.152,232.85001,0.049,0.2142,0.1067,2373.43872,2050.3999,19.61381,25.7466,30.01773,34.19569,38.28339,42.28365,25.767519,-7.6996
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,101,100,19.006,36.158,226.91,0.0784,0.1326,0.1358,2373.20239,2061.6001,18.98789,25.9137,30.1946,34.38206,38.47897,42.48808,25.93894,0.8747
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,150,149,18.177,36.062,NA,NA,NA,NA,NA,2069.1001,18.15092,26.05235,30.34731,34.54843,38.65855,42.68037,26.081821,NA
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,152,151,18.001,36.021,216.91,0.1078,0.5202,1.2319,2364.90552,2071.5,17.97475,26.06479,30.36289,34.56707,38.68014,42.7048,26.094908,15.4696
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,201,200,17.955,36.122,219.58,0.196,0.2754,1.746,2370.63379,2072.6001,17.92029,26.15569,30.45404,34.65846,38.77177,42.79667,26.187313,12.9006
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,299,297,16.988,35.951,NA,NA,NA,NA,NA,2077.19995,16.93824,26.26354,30.57938,34.8008,38.93053,42.97123,26.299543,NA
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,302,300,16.757,35.919,218.78999,0.3038,0.9078,3.3465,2358.54785,2080.19995,16.70721,26.29391,30.61389,34.83933,38.97296,43.01741,26.331194,19.4833
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,401,398,15.287,35.636,NA,NA,NA,NA,NA,2090.80005,15.22482,26.41694,30.76479,35.01731,39.1771,43.2467,26.462811,NA
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,402,399,15.101,35.616,215.03,0.49,1.8156,6.0431,2340.51318,2091.3999,15.03918,26.44273,30.79406,35.04996,39.21302,43.28577,26.489921,31.6872
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,460,456,13.862,35.381,NA,NA,NA,NA,NA,2098.5,13.79515,26.52895,30.90486,35.18464,39.37078,43.46571,26.585398,NA
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,499,495,13.038,35.246,208.39999,0.7546,3.2946,10.389,2319.90698,2108.19995,12.96831,26.59401,30.98669,35.28275,39.48462,43.59468,26.657285,49.5726
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,600,595,10.348,34.856,NA,NA,NA,NA,NA,2126.19995,10.27551,26.79538,31.24554,35.59743,39.85326,44.01522,26.884912,NA
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,600,595,10.504,34.881,NA,NA,NA,NA,NA,NA,10.43082,26.78782,31.2345,35.58303,39.83559,43.99442,26.87562,NA
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,600,595,10.507,34.882,205.23,1.1564,6.1812,16.393,2303.03369,2130.6001,10.43381,26.78808,31.23469,35.58315,39.83565,43.99441,26.875832,67.6804
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,601,596,10.494,34.88,NA,NA,NA,NA,NA,NA,10.42074,26.78881,31.23571,35.58445,39.83723,43.99625,26.876707,NA
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,699,693,7.992,34.57,214.03999,1.5092,9.486,21.883,2291.49512,2140.3999,7.91933,26.95075,31.45514,35.85973,40.16648,44.37742,27.066812,75.2017
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,848,841,4.776,34.257,251.06,1.8914,14.566,26.384,2283.89819,2150.80005,4.70789,27.12125,31.70606,36.18882,40.57115,44.85479,27.278168,61.546
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,1001,992,4.118,34.272,234.53,2.1168,22.583,28.974,2289.95825,2171,4.04153,27.20522,31.80718,36.30659,40.70504,45.00418,27.369354,83.175
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,1200,1188,3.317,34.356,205.13,2.352,38.699,32.039,2305.7417,2203.30005,3.23081,27.35277,31.97556,36.49523,40.91325,45.23123,27.535886,118.839
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,1301,1288,3.104,34.423,196.61,2.4304,45.829,32.641,2313.35083,2216.5,3.01155,27.42677,32.05492,36.57982,41.00289,45.32573,27.618482,128.99519
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,1600,1583,2.876,34.63,192.36,2.2932,53.377,31.001,2328.28979,NA,2.76087,27.61463,32.2479,36.77777,41.20565,45.5331,27.815961,134.8483
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,1801,1781,2.923,34.74,203.84,2.0972,50.031,28.557,2330.09326,2215.3999,2.78964,27.69961,32.33119,36.85942,41.28572,45.61164,27.892769,122.8902
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,2001,1978,3.093,34.84,223.84,1.7738,39.076,25.084,2326.67773,2195.30005,2.93888,27.76556,32.39227,36.91577,41.33749,45.659,27.94469,101.4494
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,2250,2223,3.104,34.889,237.39999,1.5974,32.63,23.018,2325.48291,2182.8999,2.92616,27.80552,32.43217,36.95562,41.3773,45.69875,27.980424,87.8861
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,2501,2469,3.001,34.91,244.73,1.519,31.079,22.029,2326.40698,2178.3999,2.80051,27.83358,32.46348,36.99007,41.41479,45.73918,28.011957,81.5374
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,2752,2716,2.98,34.93,250.57001,1.4896,28.417,20.991,2326.72778,2173.8999,2.75466,27.85375,32.48473,37.01238,41.43812,45.76348,28.031575,76.03
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,3004,2963,2.833,34.923,251.86,1.4308,30.569,21.107,2328.50024,2175.80005,2.58478,27.86342,32.49909,37.03131,41.46146,45.79108,28.050522,76.1563
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,3252,3205,2.584,34.907,251.56,1.4798,35.822,21.321,2332.01465,2179.8999,2.3154,27.87431,32.51752,37.05707,41.49431,45.83075,28.07793,78.7351
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,3506,3454,1.934,34.843,242.75,1.6954,57.467,24.522,2342.95703,2203.6001,1.65477,27.87694,32.53915,37.09716,41.55227,45.90589,28.131295,93.3118
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,3756,3698,1.048,34.749,226.31,2.1168,90.76,28.751,2358.35425,2238.30005,0.76665,27.8648,32.55328,37.13684,41.61665,45.99406,28.199358,117.8024
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,3910,3848,0.727,34.717,222.16,2.2638,102.42,30.39,2362.09033,2250.6001,0.43892,27.86007,32.55841,37.15157,41.64067,46.02701,28.226835,125.0009
NA,NA,"B","1993-01-02T06:50:00",-42.29999,-29.2,4003,3939,0.596,34.704,221.07001,2.352,106.86,30.846,2363.13843,2254.5,0.30215,27.85793,32.56042,37.15762,41.65062,46.04071,28.238662,127.3764
NA,NA,"B","1993-01-02T06:50:00",-41.70001,-29.4,10,10,21.726,36.187,NA,NA,NA,NA,NA,2047.5,21.72403,25.20095,29.44025,33.58722,37.64493,41.61628,25.209447,NA
NA,NA,"B","1993-01-02T06:50:00",-41.70001,-29.4,14,14,21.748,36.195,223.05,0.098,0,0.2425,2376.08813,NA,21.74524,25.20109,29.44003,33.58666,37.64404,41.61507,25.209607,-6.5355
NA,NA,"B","1993-01-02T06:50:00",-41.70001,-29.4,14,14,21.743,36.194,221.36,0.0784,0.204,0.2813,2375.92603,2048.19995,21.74024,25.20173,29.44075,33.58745,37.64491,41.61601,25.210257,-4.8248
NA,NA,"B","1993-01-02T06:50:00",-41.70001,-29.4,33,33,21.424,36.188,224.53,0.0686,0.0816,0,2375.646,2047.80005,21.41757,25.28713,29.53088,33.68218,37.74409,41.71949,25.297387,-6.7282
