"Cruise","Station","Type","Date","Longitude","Latitude","Press","Depth","Temp","Sal","Oxy","Phos","Si","Ni","TA","DIC","ptemp","S0","S1","S2","S3","S4","ndens","AOU"
323019940104,3,"B","1994-01-10T00:00:00",-57.22699,-50.705,7.9,8,8.927,33.737999,288.6,0.73,1.568,6.5954,2264.8,2023,8.9262,26.142,30.629999,35.016998,39.306999,43.501999,26.233,-4.9342
323019940104,3,"B","1994-01-10T00:00:00",-57.22699,-50.705,25.6,25,8.917,33.741001,289.2,0.74,1.568,6.664,2267.1,2024.1,8.9143,26.146,30.634001,35.021999,39.312,43.507,26.238001,-5.4663
323019940104,3,"B","1994-01-10T00:00:00",-57.22699,-50.705,50.3,50,8.317,33.771,285.5,0.85,2.058,8.4378,2268.2,2037.6,8.3119,26.261999,30.764,35.164001,39.466999,43.674,26.364,1.9789
323019940104,3,"B","1994-01-10T00:00:00",-57.22699,-50.705,75.9,75,7.648,33.827999,279.8,1.04,2.548,12.142,2270.2,2060.5,7.6407,26.406,30.922001,35.338001,39.654999,43.875,26.518999,11.911
323019940104,3,"B","1994-01-10T00:00:00",-57.22699,-50.705,100.8,100,7.271,33.879002,281.6,1.14,2.94,13.495,2272.5,2072.8,7.2616,26.5,31.025,35.448002,39.772999,44.001999,26.618999,12.513
323019940104,3,"B","1994-01-10T00:00:00",-57.22699,-50.705,150.7,149,6.639,33.966999,284.3,1.32,3.92,17.042,2274.6,2092.3,6.6256,26.656,31.195,35.632999,39.971001,44.213001,26.785,13.92
323019940104,3,"B","1994-01-10T00:00:00",-57.22699,-50.705,201.6,200,6.165,33.959,283.2,1.42,5.488,19.002,2275.8,2102.8,6.1477,26.712,31.261999,35.712002,40.061001,44.313,26.847,18.343
323019940104,3,"B","1994-01-10T00:00:00",-57.22699,-50.705,219.6,218,5.708,34.005001,NA,1.5,6.37,20.237,2276.1,2110.9,5.6899,26.805,31.367001,35.827,40.186001,44.448002,26.948,NA
323019940104,4,"B","1994-01-10T00:00:00",-56.78799,-50.296,11.1,11,8.275,33.933998,301.7,0.97,0.588,12.995,2261.7,2056.6,8.2739,26.396,30.896999,35.297001,39.599998,43.806,26.504,-14.318
323019940104,4,"B","1994-01-10T00:00:00",-56.78799,-50.296,30.9,31,8.289,33.945999,303.6,0.97,0.392,12.995,2259.1,2057.4,8.2859,26.403999,30.903999,35.304001,39.605999,43.813,26.511999,-16.32
323019940104,4,"B","1994-01-10T00:00:00",-56.78799,-50.296,75.2,75,6.198,33.979,284.6,1.48,4.998,19.041,2263.1,2105.4,6.1916,26.722,31.271,35.719002,40.068001,44.319,26.857,16.592
323019940104,4,"B","1994-01-10T00:00:00",-56.78799,-50.296,151,150,5.36,34.077999,290.3,1.54,7.154,21.629,2271.5,2118.2,5.348,26.903999,31.474001,35.941002,40.307999,44.577,27.052,16.652
323019940104,4,"B","1994-01-10T00:00:00",-56.78799,-50.296,200.7,199,5.188,34.102001,289.3,1.54,7.644,21.785,2272.2,2121.3,5.1723,26.944,31.517,35.988998,40.360001,44.632999,27.094999,18.87
323019940104,6,"B","1994-01-10T00:00:00",-55.94101,-49.445,9.7,10,9.52,34.097,300.1,0.78,0,10.996,2277.3,2046.1,9.5189,26.327999,30.799,35.172001,39.446999,43.626999,26.424,-20.813
323019940104,6,"B","1994-01-10T00:00:00",-55.94101,-49.445,30.7,30,9.161,34.095001,298.4,0.86,0.294,11.77,2276.9,2051.3,9.1577,26.385,30.864,35.244999,39.527,43.715,26.486,-16.899
323019940104,6,"B","1994-01-10T00:00:00",-55.94101,-49.445,76.1,75,5.415,34.125999,293.7,1.56,6.566,20.1,2271.8,2119.6,5.409,26.934999,31.503,35.967999,40.334,44.601002,27.082001,12.704
323019940104,6,"B","1994-01-10T00:00:00",-55.94101,-49.445,101,100,5.11,34.140999,294.5,1.56,6.86,21.795,2271.2,2120.4,5.1022,26.983,31.558001,36.030998,40.403999,44.678001,27.135,14.091
323019940104,6,"B","1994-01-10T00:00:00",-55.94101,-49.445,150.4,149,4.984,34.161999,294.4,1.56,7.546,21.844,2274,2122.1,4.9725,27.014,31.593,36.069,40.444,44.721001,27.169001,15.09
323019940104,6,"B","1994-01-10T00:00:00",-55.94101,-49.445,201.2,199,4.967,34.179001,291.3,1.57,7.938,22.305,2272.1,2124.5,4.9516,27.030001,31.608999,36.084999,40.460999,44.738998,27.184999,18.304
323019940104,6,"B","1994-01-10T00:00:00",-55.94101,-49.445,252.5,250,4.912,34.189999,291.8,1.59,8.33,22.462,2274.2,2126.2,4.8926,27.045,31.625999,36.104,40.480999,44.759998,27.201,18.212
323019940104,6,"B","1994-01-10T00:00:00",-55.94101,-49.445,300.6,298,4.836,34.192001,291.4,1.6,8.82,22.863,2277.6,2128.3,4.813,27.056,31.638,36.118,40.497002,44.778,27.214001,19.193
323019940104,6,"B","1994-01-10T00:00:00",-55.94101,-49.445,401.9,398,4.624,34.187,288.3,1.64,10.094,23.716,2279,2133.5,4.5937,27.076,31.664,36.150002,40.534,44.82,27.238001,23.93
323019940104,6,"B","1994-01-10T00:00:00",-55.94101,-49.445,501.7,497,4.331,34.18,286.6,1.7,11.564,24.412,2280.1,2138.8,4.2939,27.103001,31.698999,36.192001,40.584,44.875999,27.271999,27.893
323019940104,6,"B","1994-01-10T00:00:00",-55.94101,-49.445,601.8,596,3.929,34.167999,281.8,1.78,14.896,25.95,2282,2148.6,3.8859,27.136,31.743,36.245998,40.647999,44.950001,27.313999,35.827
