"Cruise","Station","Type","Date","Longitude","Latitude","Press","Depth","Temp","Sal","Oxy","Phos","Si","Ni","TA","DIC","ptemp","S0","S1","S2","S3","S4","ndens","AOU"
"33RO20100308",29,"B","2010-03-21T09:31:00",0.9828,-40,5,5,15.521,34.632999,256.1,0.3,0.68,1.01,2298.5,2054.2,15.521,25.575001,29.924,34.176998,38.335999,42.404999,25.601,-10.194
"33RO20100308",29,"B","2010-03-21T09:31:00",0.9828,-40,54.8,54,14.29,34.596001,251.9,0.48,0.79,3.09,2296.4,2073.6,14.282,25.816,30.188,34.463001,38.645,42.734001,25.862,0.143
"33RO20100308",29,"B","2010-03-21T09:31:00",0.9828,-40,124.9,124,12.106,34.966,246.4,0.68,2.53,7.76,2307,2104.1,12.089,26.546,30.958,35.271999,39.490002,43.616001,26.620001,16.435
"33RO20100308",29,"B","2010-03-21T09:31:00",0.9828,-40,251.1,249,9.46,34.665001,236,1.13,4.46,15.43,2293,2132.3,9.4319,26.785999,31.256001,35.625999,39.898998,44.077,26.879999,42.674
"33RO20100308",29,"B","2010-03-21T09:31:00",0.9828,-40,350.9,348,8.1971,34.543999,229.2,1.39,7.41,19.64,2288.1,2146.2,8.1609,26.892,31.391001,35.789001,40.09,44.294998,26.997999,57.629
"33RO20100308",29,"B","2010-03-21T09:31:00",0.9828,-40,449.8,446,6.6015,34.373001,232.6,1.65,9.95,23.61,2282.4,2156.6,6.5604,26.985001,31.523001,35.959,40.296001,44.535999,27.112,65.173
"33RO20100308",29,"B","2010-03-21T09:31:00",0.9828,-40,550.4,545,5.6048,34.333,223.7,1.87,16.84,26.7,2285.4,2170.3,5.5583,27.08,31.643,36.103001,40.464001,44.726002,27.222,81.163
"33RO20100308",29,"B","2010-03-21T09:31:00",0.9828,-40,650.1,644,4.6637,34.273998,229.8,1.98,21.25,28.37,2287,2178.2,4.6131,27.143,31.73,36.214001,40.597,44.882,27.304001,82.082
"33RO20100308",29,"B","2010-03-21T09:31:00",0.9828,-40,751.3,744,4.2943,34.304001,219,2.09,28.49,29.79,2294.1,2189.7,4.2374,27.208,31.804001,36.297001,40.688999,44.981998,27.375999,95.628
"33RO20100308",29,"B","2010-03-21T09:31:00",0.9828,-40,900,891,3.5368,34.308998,213,2.21,36.75,31.43,2299,2202.5,3.4729,27.289,31.906,36.417999,40.828999,45.140999,27.478001,107.48
"33RO20100308",29,"B","2010-03-21T09:31:00",0.9828,-40,1099.7,1088,3.1271,34.438999,185.9,2.34,54.19,33.32,2317.4,2231.3,3.0506,27.433001,32.060001,36.582001,41.002998,45.324001,27.632999,137.59
"33RO20100308",29,"B","2010-03-21T09:31:00",0.9828,-40,1299,1285,2.9313,34.577999,176.3,2.3,63.56,32.65,2326.1,2242.8,2.8406,27.562,32.194,36.721001,41.146,45.471001,27.767,148.52
"33RO20100308",29,"B","2010-03-21T09:31:00",0.9828,-40,1500.6,1484,2.8635,34.683998,183.7,2.16,62.78,30.84,2334.3,2237.1,2.7569,27.655001,32.286999,36.816002,41.242001,45.568001,27.858,141.53
"33RO20100308",29,"B","2010-03-21T09:31:00",0.9828,-40,1699.6,1680,2.8313,34.724998,190.5,2.08,60.64,29.71,2333.8,2231,2.7083,27.691999,32.325001,36.855,41.282001,45.609001,27.895,135.02
"33RO20100308",29,"B","2010-03-21T09:31:00",0.9828,-40,1899.9,1877,2.8094,34.759998,197.5,1.99,58.04,28.56,2334.6,2225.7,2.6692,27.724001,32.358002,36.888,41.316002,45.644001,27.927,128.25
"33RO20100308",29,"B","2010-03-21T09:31:00",0.9828,-40,2101.4,2075,2.7457,34.798,207.3,1.89,55.53,27.17,2334.8,2218.8,2.5883,27.761,32.397999,36.93,41.359001,45.688999,27.966,119
"33RO20100308",29,"B","2010-03-21T09:31:00",0.9828,-40,2399.3,2367,2.5952,34.827,217.6,1.8,55.05,25.99,2337.9,2213.2,2.4127,27.799,32.439999,36.977001,41.410999,45.743999,28.011,110.06
"33RO20100308",29,"B","2010-03-21T09:31:00",0.9828,-40,2700.4,2663,2.4512,34.837002,222.6,1.76,56.88,25.55,2338.5,2213.3,2.2425,27.822001,32.466999,37.007999,41.446999,45.784,28.042999,106.42
"33RO20100308",29,"B","2010-03-21T09:31:00",0.9828,-40,3100.4,3054,2.3132,34.839001,225.4,1.76,60.13,25.48,2342.9,2214.4,2.0676,27.837,32.487,37.033001,41.476002,45.818001,28.07,105.06
"33RO20100308",29,"B","2010-03-21T09:31:00",0.9828,-40,3500.2,3445,2.0929,34.827999,225.2,1.8,67.55,26.01,2347.7,2221,1.811,27.849001,32.507,37.060001,41.508999,45.858002,28.1,107.41
"33RO20100308",29,"B","2010-03-21T09:31:00",0.9828,-40,3900.7,3836,1.632,34.784,220.1,1.96,86.37,28.15,2357,2237.2,1.3195,27.85,32.521999,37.088001,41.550999,45.912998,28.142,116.78
"33RO20100308",29,"B","2010-03-21T09:31:00",0.9828,-40,4298.8,4223,1.2409,34.747002,217.7,2.09,101.87,29.86,2362.8,2249.3,0.89616,27.849001,32.533001,37.112,41.587002,45.959999,28.18,122.93
"33RO20100308",29,"B","2010-03-21T09:31:00",0.9828,-40,4699.5,4613,1.1256,34.734001,217.1,2.13,107.6,30.48,2365.8,2254.1,0.73901,27.849001,32.537998,37.120998,41.601002,45.978001,28.195999,124.93
"33RO20100308",29,"B","2010-03-21T09:31:00",0.9828,-40,5008.2,4912,1.1231,34.730999,218.6,2.15,109.42,30.71,2366.9,2256,0.70024,27.849001,32.539001,37.123001,41.604,45.981998,28.200001,123.78
"33RO20100308",30,"B","2010-03-21T15:55:00",0.979,-39.5,6,6,15.841,34.647999,258.1,0.3,0.65,0.96,2300.1,2050.4,15.84,25.514,29.857,34.105,38.258999,42.321999,25.535,-13.74
"33RO20100308",30,"B","2010-03-21T15:55:00",0.979,-39.5,50.2,50,14.548,34.617001,249.4,0.47,0.72,2.68,2296.7,2071,14.54,25.777,30.143999,34.414001,38.591,42.675999,25.819,1.318
"33RO20100308",30,"B","2010-03-21T15:55:00",0.979,-39.5,100.9,100,11.818,34.847,249.1,0.7,2.05,7.88,2302.6,2100.9,11.805,26.507999,30.927,35.247002,39.472,43.603001,26.584999,15.514
"33RO20100308",30,"B","2010-03-21T15:55:00",0.979,-39.5,150.2,149,11.774,34.903999,247.6,0.72,2.51,8.39,2304.6,2104.5,11.755,26.562,30.981001,35.301998,39.527,43.66,26.638,17.18
"33RO20100308",30,"B","2010-03-21T15:55:00",0.979,-39.5,300.9,298,9.3243,34.674,225,1.23,6.27,17.11,2294.2,2138.1,9.2908,26.816999,31.289,35.661999,39.938,44.118999,26.910999,54.512
