"Cruise","Station","Type","Date","Longitude","Latitude","Press","Depth","Temp","Sal","Oxy","Phos","Si","Ni","TA","DIC","ptemp","S0","S1","S2","S3","S4","ndens","AOU"
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,7.7,8,16.029,34.952999,254,0.209,1.5,0,2311.61200399149,2028.8,16.028,25.705999,30.044001,34.285999,38.435001,42.493999,25.742001,-11.035
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,47.2,47,15.652,35.068001,NA,0.209,1.8,0,2314.51888730307,2042.3,15.645,25.882,30.226,34.473999,38.627998,42.693001,25.927999,NA
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,120.1,119,13.431,35.054001,234.9,0.49115,2.9,6.21,2311.56603643305,2077.8,13.414,26.351,30.737,35.025002,39.217999,43.32,26.417999,20.753
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,196.2,195,11.577,NA,NA,0.7524,3.6,10.454,NA,2090.8,NA,NA,NA,NA,NA,NA,NA,NA
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,196.5,195,11.522,NA,237.5,0.7315,3.6,10.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,297.1,295,10.652,34.862999,242.1,0.8778,5,12.73,2303.00366704789,2100.6,10.616,26.738001,31.181,35.525002,39.772999,43.926998,26.82,29.183
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,395.7,392,8.691,NA,NA,NA,7.6,19.044,NA,2124.4,NA,NA,NA,NA,NA,NA,NA,NA
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,593.9,589,6.099,NA,221.3,1.7033,15,26.599,NA,2153.6,NA,NA,NA,NA,NA,NA,NA,NA
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,795.3,788,4.442,34.279999,233.6,1.9228,21.4,29.912,2287.09520714157,2166.3,4.3806,27.173,31.766001,36.256001,40.645,44.935001,27.339001,80.005
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,894.5,886,3.826,NA,233.8,2.0168,26.6,31.154,NA,2175,NA,NA,NA,NA,NA,NA,NA,NA
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,994.5,985,3.861,34.360001,NA,2.1109,35.9,32.188,2301.91099827626,2197.5,3.7871,27.299,31.907,36.410999,40.813999,45.117001,27.478001,NA
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,1195.6,1183,2.831,NA,NA,2.2258,45.9,NA,NA,2212.9,NA,NA,NA,NA,NA,NA,NA,NA
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,1394.8,1380,2.848,34.514,181,2.2781,58.9,35.397,2325.89465198764,2231.3,2.7506,27.52,32.153999,36.683998,41.112,45.438999,27.731001,144.7
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,1595.6,1577,2.777,34.622002,179.4,2.205,64,33.948,2334.44024725639,2237,2.6637,27.614,32.249001,36.780998,41.209999,45.539001,27.825001,146.74
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,1794.3,1773,2.744,34.709,188.5,2.0482,61.4,31.36,2335.35175381737,2228.8,2.6141,27.687,32.324001,36.855999,41.285999,45.615002,27.896999,137.82
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,1995.5,1971,2.705,34.768002,199.5,1.9228,57.8,29.912,2336.35383314336,2219.8,2.5578,27.74,32.376999,36.91,41.341,45.671001,27.948,127.13
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,2195.7,2168,2.645,34.808998,211.5,1.8183,55.2,28.359,2336.16213433093,2212,2.4806,27.778999,32.417999,36.952999,41.384998,45.716999,27.989,115.65
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,2395.7,2364,2.571,34.827,217.1,1.7452,54,27.117,2337.60481775686,2209.4,2.3892,27.801001,32.443001,36.98,41.414001,45.749001,28.014999,110.75
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,2595.5,2560,2.485,34.835999,221.5,1.7138,54.7,27.117,2339.75403017798,2207.8,2.2858,27.816999,32.460999,37.000999,41.438,45.775002,28.035999,107.17
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,2796.9,2757,2.412,34.841,224.2,1.7033,55.7,26.807,2341.62885584204,2209.7,2.1947,27.829,32.474998,37.018002,41.457001,45.796001,28.052999,105.2
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,2996.9,2953,2.349,34.844002,225.8,1.7033,57,27.117,2343.30579025073,2208.2,2.1131,27.837999,32.487,37.030998,41.473,45.813999,28.066999,104.27
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,3196.6,3148,2.263,34.842999,226.9,1.672,59.1,26.703,2345.65327143895,2209.1,2.0086,27.844999,32.497002,37.043999,41.488998,45.833,28.080999,104.03
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,3396.6,3344,2.119,34.833,225.9,1.7138,64.6,26.599,2348.80484104297,2214.5,1.8473,27.85,32.506001,37.057999,41.507,45.855,28.098,106.4
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,3596.3,3539,1.908,34.813,223.4,1.7974,74.5,27.531,2352.61161034989,2225.9,1.6207,27.851,32.514,37.071999,41.527,45.881001,28.117001,110.85
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,3796.8,3734,1.669,34.791,220.9,1.8705,83.8,29.084,2356.65049335649,2230.4,1.3667,27.851999,32.522999,37.088001,41.549999,45.91,28.139999,115.56
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,3996.9,3929,1.426,34.771,219.6,1.9437,92.6,30.326,2360.98235039713,2239.7,1.1089,27.854,32.532001,37.105,41.574001,45.941002,28.165001,119.12
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,4197,4124,1.216,34.751999,218.8,1.9959,101,30.326,2365.03984528113,NA,0.88323,27.854,32.537998,37.118,41.592999,45.966,28.186001,121.93
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,4197.2,4124,1.216,34.750999,218.8,1.9959,101.3,30.636,2364.90902494577,2246,0.88321,27.853001,32.537998,37.117001,41.591999,45.965,28.184999,121.93
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,4398.4,4320,1.11,34.741001,219.1,2.0482,105,30.843,2367.09241141845,2251.4,0.75815,27.853001,32.541,37.124001,41.603001,45.98,28.198,122.75
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,4597.9,4514,1.071,34.734001,217.9,2.0482,107.8,31.982,2367.73873943874,2249.9,0.69786,27.851,32.541,37.125999,41.605999,45.985001,28.202,124.5
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,4795.3,4706,1.024,34.73,219.1,2.0378,110,NA,2369.26197778908,2252.2,0.62962,27.851999,32.543999,37.131001,41.612999,45.993999,28.209999,123.91
"35A319950221",130,"B","1995-02-27T00:00:00",10.001,-39.504,4891.4,4799,0.909,34.722,218.2,2.1527,113.4,32.706,2371.13115753756,2254.5,0.50728,27.853001,32.549,37.139,41.625,46.007999,28.224001,125.91
"35A319950221",136,"B","1995-02-28T00:00:00",9.996,-36.502,4.9,5,20.792,35.714001,225.9,0.0836,2.4,0,2344.39498849944,2022.2,20.791,25.096001,29.351,33.513,37.584999,41.569,25.099001,-4.59
"35A319950221",136,"B","1995-02-28T00:00:00",9.996,-36.502,5.7,6,20.797,35.712002,226,0.09405,2.6,0,2344.31050277611,NA,20.796,25.093,29.348,33.509998,37.582001,41.566002,25.096001,-4.706
"35A319950221",136,"B","1995-02-28T00:00:00",9.996,-36.502,46.8,46,20.591,NA,227,0.0836,2.6,0,NA,2023.8,NA,NA,NA,NA,NA,NA,NA,NA
"35A319950221",136,"B","1995-02-28T00:00:00",9.996,-36.502,121.5,121,16.445,35.541,NA,0.3762,4.4,4.6575,2333.81021799901,2068.5,16.425,26.066,30.393,34.625,38.764,42.813,26.117001,NA
"35A319950221",136,"B","1995-02-28T00:00:00",9.996,-36.502,196.1,195,15.02,35.372002,217.3,0.47025,4.4,6.1065,2324.58262030201,2081.7,14.99,26.261999,30.615999,34.873001,39.036999,43.110001,26.319,29.908
"35A319950221",136,"B","1995-02-28T00:00:00",9.996,-36.502,395.2,392,11.482,NA,213.8,0.8987,NA,13.145,NA,2116.1,NA,NA,NA,NA,NA,NA,NA,NA
"35A319950221",136,"B","1995-02-28T00:00:00",9.996,-36.502,595.7,590,8.732,34.665001,205.2,1.3689,NA,21.011,2297.361848563,2143.3,8.6672,26.909,31.395,35.782001,40.070999,44.264,27.007999,78.18
"35A319950221",136,"B","1995-02-28T00:00:00",9.996,-36.502,796.6,789,5.801,34.398998,NA,1.8183,NA,27.324,2294.43161664553,2169,5.7311,27.112,31.669001,36.125,40.480999,44.738998,27.247999,NA
"35A319950221",136,"B","1995-02-28T00:00:00",9.996,-36.502,891.2,883,4.845,NA,NA,NA,NA,NA,NA,2176.7,NA,NA,NA,NA,NA,NA,NA,NA
"35A319950221",136,"B","1995-02-28T00:00:00",9.996,-36.502,996.5,987,4.683,34.437,192.3,NA,NA,NA,2309.23785931743,2202.9,4.6025,27.274,31.860001,36.342999,40.724998,45.008999,27.429001,119.28
"35A319950221",136,"B","1995-02-28T00:00:00",9.996,-36.502,1195.8,1184,3.713,34.473,NA,2.2677,51.4,33.534,2319.02914757709,2225.3,3.6235,27.405001,32.015999,36.523998,40.93,45.236,27.584999,NA
"35A319950221",136,"B","1995-02-28T00:00:00",9.996,-36.502,1395.2,1380,3.085,34.542,176.5,2.2781,60.4,33.741,2328.38020291096,2238.3,2.985,27.521,32.147999,36.672001,41.094002,45.415001,27.721001,147.26
